,Batch_ID,Username,date_time,filename,VKORG,COND_TYPE,DST_CH,DIV,Month_year,Amount,Customer_ID,Internal_Grade,OFFER_ALLOY,OFFER_EFF_PR,OFFER_ALLOY_NUMBER,OFFER_ EFF_PR _NUMBER
70,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,77,93579,3129,0,0,0,0
71,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,93579,4436,0,0,0,0
72,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,84698,3364,0,0,0,0
73,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,84698,3363,0,0,0,0
74,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,84698,4434,0,0,0,0
75,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,521,84698,2625,0,0,0,0
76,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,84698,3436,0,0,0,0
77,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,84698,3437,1,0,71504,0
78,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,216,93607,SU10MNMO,0,0,0,0
79,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,537,93607,SG6NiMo,0,0,0,0
80,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,219,93607,K52Ni,0,0,0,0
81,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,444,93607,SG3MoV,0,0,0,0
82,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,211,93607,SG1NiCu30,0,0,0,0
83,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,403,93607,SU8NiMo,0,0,0,0
84,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,504,93607,SU12CrMo,0,0,0,0
85,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,477,93607,SU6MoCr550,0,0,0,0
86,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,524,93607,SG2CrMo95,0,0,0,0
87,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,455,93607,SG2NiMo25,0,0,0,0
88,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,278,93607,SG3CrMo,0,0,0,0
89,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,220,93607,SU10MoSi,0,0,0,0
90,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,556,93607,SU9VNb,0,0,0,0
91,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,658,93607,SU8Ni320,0,0,0,0
92,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,734,93607,SG8Cr900,0,0,0,0
93,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,749,93607,SG9NiMo,0,0,0,0
94,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,478,93607,SU6MoNi145,0,0,0,0
95,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,744,93607,S3NiMoCr,0,0,0,0
96,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,219,93607,SG3Ni ,0,0,0,0
97,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,177,93607,SG1NiCu,0,0,0,0
98,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,320,93607,SG8Ni,0,0,0,0
99,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,291,93607,SU9NiMo,0,0,0,0
100,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,221,93607,SU10MoSi,0,0,0,0
101,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,250,93607,SG1Mo,0,0,0,0
102,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,529,93607,SG8SiCr,0,0,0,0
103,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,261,93607,SU13CrMo,0,0,0,0
104,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,493,93607,SG2Ni235,0,0,0,0
105,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,284,93607,SG1MoCr115,0,0,0,0
106,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,110,93607,SU8Ni,0,0,0,0
107,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,259,93607,SG1MnMo,0,0,0,0
108,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,589,93607,SU11CrMo,0,0,0,0
109,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,504,93607,SU12CrN,0,0,0,0
110,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,581,93607,SU8MnMo,0,0,0,0
111,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,744,93607,SG3NiCr,0,0,0,0
112,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,744,93607,SU12MoNi200,0,0,0,0
113,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,450,93607,SU10Mn200Mo,0,0,0,0
114,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,430,93607,SG3MoNi100,0,0,0,0
115,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,639,93607,SG4NiMo,0,0,0,0
116,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,537,93607,SG6NiMo,0,0,0,0
117,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,170,93607,SU9NiCu50,0,0,0,0
118,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,442,93607,SU6MoCr550,0,0,0,0
119,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,496,93607,SU8Ni250,0,0,0,0
120,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,418,93607,SU8NiMo,0,0,0,0
121,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,852,93607,SU10Cr900,0,0,0,0
122,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,488,93607,SU8MoNi150,0,0,0,0
123,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,394,93607,SU12MnMoNi,0,0,0,0
124,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,261,93607,CrMo1,0,0,0,0
125,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,323,93863,SG2MoNi85,0,0,0,0
126,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,409,93863,SG3MoNi80neu,0,0,0,0
127,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,874,93649,SU11CR900,0,0,0,0
128,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,508,93649,SE5Mo,0,0,0,0
129,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,298,93649,SG1CrMo,0,0,0,0
130,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,256,93649,SG1Mo,0,0,0,0
131,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,291,93649,SG2CrMo,0,0,0,0
132,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,536,93649,SG2CrMo100,0,0,0,0
133,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,591,93649,SG2Ni,0,0,0,0
134,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,254,93649,SG2NiCu,0,0,0,0
135,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,697,93649,SG4NiMo,0,0,0,0
136,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,434,93649,SG7NiMo,0,0,0,0
137,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,533,93649,SG7SiCr,0,0,0,0
138,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,262,93649,SU10CrMo,0,0,0,0
139,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,222,93649,SU10Mo,0,0,0,0
140,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,309,93649,SU10NiMo,0,0,0,0
141,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,228,93649,SU11MnMo,0,0,0,0
142,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,455,93649,SU12NiMo,0,0,0,0
143,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,109,93649,SU6Ni,0,0,0,0
144,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,802,93649,SU7MoNi250,0,0,0,0
145,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,562,93649,SU7Ni,0,0,0,0
146,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,589,93649,SU8MoCrV,0,0,0,0
147,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,492,93649,SU9CrMo,0,0,0,0
148,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,59,31503,DC100CR,0,0,0,0
149,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,501,31503,SU12CrMo,0,0,0,0
150,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,249,31503,DC13CRMO,0,0,0,0
151,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,59,93616,DC100CRA,1,0,75005,0
152,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,273,93616,DK22CRNIMOTI,0,0,0,0
153,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,70,84716,A28N,0,0,0,0
154,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,77,901047,DC51CrV,0,0,0,0
155,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,79,901047,DC58CrV,0,0,0,0
156,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,313,901047,DA10NICR,0,1,0,74620
157,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,256,81162,SU8CuNi70,0,0,0,0
158,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,275,81162,SG2MnMo,0,0,0,0
159,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,224,81162,SU8MOTI,0,0,0,0
160,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,252,81162,SU11MO,0,0,0,0
161,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,495,81162,SU9CrMo,0,0,0,0
162,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,697,81162,SG4NiMo,0,0,0,0
163,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,570,81162,SU8Ni250,0,0,0,0
164,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,693,81162,SG5NiMo55,0,0,0,0
165,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,365,81162,SG8Ni,0,0,0,0
166,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,790,81162,SU12CrNi,0,0,0,0
167,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,742,81162,SG3NiMo50,0,0,0,0
168,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,232,81162,SU10CrMo,0,0,0,0
169,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,109,81162,SE6CrNi,0,0,0,0
170,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,534,81162,SG1NiMo30,0,0,0,0
171,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0400,Z133,07,02,202204,468,81162,SG2NiMo,0,0,0,0
